Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,esg_T1,esg_T2,esg_T3
per,125.5361943,-0.364455391,0.344239788,-1.058725353,0.289724878,0.624795758,157.4335974,131.8276834,161.6919996,104.4563644,69.16949594,98.73983375,155.4343857
unc-45,370.3905973,0.349886849,0.330745942,1.057871934,0.290113832,0.624939856,477.4122727,230.4468664,357.8914381,260.0055157,283.9046475,427.3051426,555.7682978
CG6808,55.71114537,-0.379710422,0.358864497,-1.058088569,0.290015065,0.624939856,59.29317306,45.28431873,59.1556096,84.01924962,36.13331877,52.77473873,53.31760905
CG11475,6.039346024,1.084849317,1.025268936,1.058111954,0.290004405,0.624939856,8.178368697,5.03159097,1.971853653,1.135395265,5.161902682,14.47049288,6.325818023
Ing3,42.73322099,-0.556441658,0.525820555,-1.058234891,0.289948368,0.624939856,71.5607261,29.18322763,69.01487787,28.38488163,22.7123718,34.899424,43.37703787
CG8353,270.7815878,0.307616136,0.290750688,1.058006565,0.290052449,0.624939856,210.592994,289.8196399,286.9047066,195.2879856,317.9732052,200.8844894,394.008094
CG14985,373.0523797,0.197660254,0.186973933,1.057154066,0.29044128,0.625506308,300.5550496,385.4198683,313.5247309,404.2007144,463.5388608,360.059911,384.0675228
Ndc1,297.5385824,0.248752136,0.235379482,1.056813169,0.290596863,0.625568913,240.2395805,355.2303225,212.9601946,292.9319784,355.1389045,351.5478564,274.7212399
Lrpprc2,234.6046017,0.201433855,0.190605957,1.05680776,0.290599332,0.625568913,252.5071335,243.529003,180.4246093,205.506543,235.3827623,266.42731,258.4548507
tadr,61.06063162,0.74871587,0.709555549,1.05518993,0.291338469,0.627020889,36.80265914,21.13268208,108.4519509,22.7079053,33.03617716,129.3832304,75.90981628
Pli,318.809057,-0.217766746,0.206457211,-1.054779072,0.291526378,0.627123903,388.4725131,252.5858667,369.72256,346.2955559,257.0627536,317.4996378,300.024512
LysS,6.737155101,1.634527791,1.550246231,1.054366563,0.291715125,0.627123903,2.044592174,12.07581833,0,0,13.42094697,4.256027317,15.36270091
CG32117,5.665214878,1.189803095,1.128401742,1.054414443,0.291693213,0.627123903,0,5.03159097,3.943707307,5.676976326,10.32380536,11.06567102,3.614753156
Nplp4,4.812609113,-1.505958639,1.428481527,-1.054237392,0.291774245,0.627123903,17.37903348,1.006318194,4.929634134,3.406185795,0,4.256027317,2.711064867
CG14535,12.35893473,1.153171847,1.093458556,1.054609561,0.291603929,0.627123903,11.24525696,1.006318194,16.76075605,3.406185795,3.097141609,22.98254751,28.01433696
grk,56.27308465,0.337190336,0.319718555,1.05464738,0.291586626,0.627123903,57.24858088,44.27800054,45.35263403,55.63436799,50.58664628,61.28679336,79.52456943
LpR1,131.4631121,0.823997281,0.781871378,1.053878303,0.291938637,0.627338233,32.71347479,189.1878205,16.76075605,156.6845466,265.3217978,69.79884799,189.7745407
CG10177,4.284829922,1.30346774,1.237739679,1.0531033,0.292293651,0.627822892,0,5.03159097,0.985926827,4.54158106,6.194283218,5.10723278,8.133194601
Alas,571.4886544,0.160998746,0.152900795,1.052962125,0.292358351,0.627822892,600.0878032,602.7845983,509.7241694,463.2412682,557.4854896,628.189632,638.9076203
CG17264,69.46010163,-0.37181902,0.353022644,-1.053244109,0.292229127,0.627822892,96.09583219,66.41700081,92.67712171,52.2281822,73.29901808,47.66750595,57.8360505
CG10561,80.15734577,0.388744187,0.369299225,1.052653676,0.292499747,0.627987504,46.00332392,56.35381887,104.5082436,76.07148276,109.4323369,77.45969717,91.27251719
Clc,1049.734718,0.111908194,0.106363105,1.052133572,0.292738271,0.628162002,943.5792884,1056.634104,991.8423877,1066.136154,1175.881431,1035.065843,1079.003817
coro,714.6242598,-0.119167009,0.113254736,-1.052203322,0.292706276,0.628162002,788.1902832,677.2521446,714.7969494,778.8811519,692.7273399,652.8745904,697.6473591
Tsp42Ep,38.9341707,0.761493729,0.723816988,1.052052856,0.2927753,0.628162002,48.0479161,14.08845472,45.35263403,12.48934792,17.55046912,52.77473873,82.2356343
Atg14,274.2811173,0.169321863,0.161012568,1.051606496,0.292980126,0.628275982,258.6409101,248.5605939,293.8061944,240.7037962,262.2246562,312.3924051,303.6392651
Ptpmeg,550.6024645,-0.157877055,0.150162805,-1.051372573,0.293087507,0.628275982,629.7343897,522.2791427,651.6976325,500.7093119,509.995985,503.9136343,535.8871554
CG32267,488.4927173,-0.177692478,0.168983303,-1.051538676,0.293011256,0.628275982,487.6352336,531.3360065,439.7233647,597.2179095,518.2550293,419.6442934,425.6371841
Ac76E,430.2508906,-0.423020335,0.402329073,-1.051428702,0.293061739,0.628275982,585.7756579,296.8638673,667.4724617,381.4928091,178.6018328,386.4472804,515.1023247
NitFhit,326.3601076,-0.325445239,0.309691087,-1.050870539,0.293318053,0.628353603,267.8415748,460.8937329,248.4535603,451.8873155,351.0093824,290.261063,214.1741245
CG3842,13.81386334,0.7456617,0.709497104,1.050972154,0.293271379,0.628353603,15.33444131,7.044227359,14.7889024,5.676976326,11.3561859,28.94098575,13.55532434
CG43672,14.71450937,0.756182039,0.719575106,1.050872984,0.29331693,0.628353603,6.133776523,8.050545553,18.73260971,12.48934792,24.77713287,24.68495844,8.133194601
CNMa,4.79766393,1.237505121,1.178062665,1.050457805,0.293507681,0.628503142,3.066888261,1.006318194,6.901487787,1.135395265,2.064761073,7.66084917,11.74794776
mam,449.0739197,0.335809157,0.31968533,1.050436554,0.293517447,0.628503142,542.8392223,285.7943671,536.3441937,249.7869583,434.6322058,560.9444003,533.1760905
CG17029,404.9248385,0.352956068,0.336068842,1.050249306,0.293603506,0.628548666,207.5261057,492.0895969,278.0313651,470.0536398,566.7769145,375.3816093,444.6146382
ppk8,5.680318993,-0.952442798,0.907175061,-1.049899671,0.293764243,0.628754007,12.26755305,6.037909165,6.901487787,3.406185795,4.129522146,3.404821853,3.614753156
CG7025,129.1589049,-0.93883838,0.894407489,-1.049676341,0.293866945,0.628835069,21.46821783,209.3141844,240.5661457,178.2570566,209.5732489,18.72652019,26.20696038
CG10445,27.89966258,0.643592288,0.614641791,1.047101412,0.295052808,0.630027234,7.15607261,31.19586402,18.73260971,32.92646269,39.23046038,42.56027317,23.49589551
CG16734,140.8602275,0.420000756,0.400993294,1.047400948,0.294914695,0.630027234,86.89516741,170.0677748,65.07117056,170.3092898,179.6342133,183.0091746,131.0348019
CG8507,480.1557194,-0.204895658,0.195800776,-1.04644967,0.295353471,0.630027234,436.5204292,550.4560522,433.8078038,615.3842337,501.7369407,440.92443,382.2601463
Mical,328.0378301,0.289310303,0.276209604,1.047430282,0.294901171,0.630027234,347.5806696,192.2067751,382.5396088,275.9010494,300.4227361,371.9767875,425.6371841
mRpL11,330.4283517,0.258113338,0.246614199,1.04662805,0.29527116,0.630027234,254.5517257,338.1229132,248.4535603,378.0866233,461.4740998,326.8628979,305.4466417
unc79,152.54107,0.557996659,0.533423904,1.046066094,0.295530518,0.630027234,212.6375861,79.49913733,167.6075605,47.68660114,105.3028147,226.4206533,228.6331371
Archease,511.1983533,0.218104093,0.208474697,1.046189757,0.295473431,0.630027234,387.450217,536.3675974,423.9485355,563.1560515,657.6264017,462.2045666,547.6351032
CG43783,202.2765493,0.243864528,0.23293192,1.046934777,0.295129661,0.630027234,177.8795192,137.8655926,220.8476092,213.4543098,214.7351516,201.7356948,249.4179678
CG18231,4.291046297,-1.490476989,1.423624727,-1.046959189,0.295118401,0.630027234,13.28984913,7.044227359,0,3.406185795,1.032380536,2.55361639,2.711064867
tum,244.5684215,0.365393164,0.34866752,1.047970179,0.294652347,0.630027234,221.8382509,243.529003,125.212707,280.4426305,282.872267,372.8279929,185.2560993
CHOp24,551.0770457,0.170489098,0.162908458,1.046533123,0.29531496,0.630027234,490.7021218,590.7087799,467.3293159,542.7189367,678.2740124,575.4148932,512.3912599
Dsor1,289.3097985,-0.1677362,0.160063553,-1.047935005,0.294668553,0.630027234,333.2685244,310.952322,316.4825114,253.1931441,273.5808421,263.8736936,273.8175516
CG8128,222.9964026,0.402611286,0.384892323,1.046036157,0.295544339,0.630027234,92.00664784,255.6048213,170.565341,265.682492,306.6170193,195.7772566,274.7212399
CDC50,1084.787899,0.159433469,0.152180079,1.0476632,0.294793808,0.630027234,1119.414215,946.9454206,1175.224777,890.1498879,1122.197643,1056.34598,1283.23737
TTLL3B,3.221176292,-1.608728126,1.538083414,-1.045930352,0.29559319,0.630027234,6.133776523,1.006318194,9.859268267,1.135395265,0,1.702410927,2.711064867
CG13097,294.5521428,-0.261794562,0.250189001,-1.046387175,0.295382312,0.630027234,278.0645357,358.2492771,288.8765602,342.8893701,339.6531965,270.6833373,183.4487227
CG10026,39.17954541,-0.698513889,0.667524132,-1.046424924,0.29536489,0.630027234,99.16272045,41.25904596,26.62002432,20.43711477,29.93903555,16.1729038,40.66597301
Atg18b,292.19788,-0.287847487,0.274963186,-1.046858279,0.295164947,0.630027234,396.6508818,222.3963209,391.4129502,256.5993299,217.8322932,260.4688718,300.024512
Zif,398.9071798,-0.226670974,0.216911215,-1.044994261,0.296025622,0.630661322,483.5460492,431.7105053,490.9915597,295.2027689,340.685577,393.2569241,356.9568742
CG8032,226.4057369,0.190865579,0.182734119,1.044498861,0.296254646,0.630661322,218.7713627,189.1878205,245.4957799,199.8295667,273.5808421,223.0158314,234.9589551
CG11839,191.2784304,-0.194787202,0.186557675,-1.044112508,0.29643334,0.630661322,207.5261057,167.0488202,204.0868531,230.4852388,178.6018328,181.3067637,169.8933983
CG12025,251.1649951,-0.26268228,0.251593666,-1.044073501,0.296451385,0.630661322,325.0901557,212.333139,293.8061944,250.9223536,170.3427885,226.4206533,279.2396813
I-2,549.4557268,0.178340636,0.170820986,1.044020646,0.296475838,0.630661322,433.453541,538.3802338,497.8930475,610.8426526,622.5254634,514.1280999,628.9670492
Vhl,22.91492186,0.517127549,0.495117048,1.044455147,0.29627486,0.630661322,17.37903348,12.07581833,20.70446336,27.24948636,34.0685577,27.23857483,21.68851894
CG6550,342.1577948,-0.168626409,0.161431082,-1.044572127,0.296220767,0.630661322,315.8894909,354.2240043,367.7507064,398.5237381,354.106524,321.7556651,282.8544345
D2hgdh,384.7775604,-0.321192415,0.307532324,-1.044418392,0.296291858,0.630661322,304.644234,553.4750067,295.778048,529.0941935,418.1141172,330.2677198,262.0696038
Fign,75.14865017,-0.321637953,0.308020821,-1.044208481,0.296388944,0.630661322,60.31546914,89.56231927,78.87414614,99.91478333,78.46092076,64.69161521,54.22129734
CG17028,73.11984567,0.609009714,0.583446839,1.043813547,0.296571663,0.630726842,25.55740218,89.56231927,30.56373163,93.10241174,112.5294785,49.36991687,111.1536596
CG31678,155.066989,0.187283818,0.179459215,1.043601008,0.296670026,0.630797733,161.5227818,136.8592744,144.9312435,141.9244081,178.6018328,162.5802435,159.0491389
Mdr50,93.48014615,0.429809104,0.412142776,1.042864582,0.297011015,0.631246023,62.36006132,128.8087288,59.1556096,74.9360875,144.5332751,69.79884799,114.7684127
CG10383,385.9899392,-0.600738764,0.575974477,-1.042995459,0.296950396,0.631246023,841.3496797,175.0993658,590.5701692,200.9649619,138.3389919,423.0491153,332.5572904
CG7332,579.3799293,-0.151735976,0.145552754,-1.042480967,0.297188745,0.631485395,629.7343897,550.4560522,639.8665106,601.7594905,463.5388608,571.1588659,599.1453356
plx,76.75018327,-0.400324774,0.384894251,-1.040090291,0.298297954,0.631779149,82.80598306,81.51177372,67.04302422,111.268736,78.46092076,80.01331356,36.14753156
CG8379,286.2806044,0.139817677,0.134455161,1.039883302,0.298394121,0.631779149,263.7523905,262.6490487,278.0313651,292.9319784,309.7141609,300.4755286,296.4097588
CG7785,117.2585632,0.269554181,0.259196449,1.039960934,0.298358051,0.631779149,76.67220654,107.6760468,116.3393656,130.5704555,125.9504254,121.7223813,141.8790614
BHD,176.3430611,-0.194399786,0.186865142,-1.04032129,0.298190656,0.631779149,200.3700331,168.0551384,196.1994385,180.5278472,182.7313549,143.8537233,162.663892
CG32022,433.8336543,-0.146923475,0.141025782,-1.041819965,0.297495156,0.631779149,431.4089488,482.026415,420.990755,475.7306161,451.1502944,407.7274169,367.8011336
CG10222,199.4412348,0.165376453,0.158899094,1.040763977,0.297985103,0.631779149,194.2362566,193.2130933,181.4105361,189.6110093,200.2818241,205.9917221,231.344202
st,9.631191073,0.825949579,0.793734173,1.040587148,0.298067198,0.631779149,5.111480436,6.037909165,10.84519509,6.812371591,22.7123718,5.958438243,9.940571179
Abl,218.6833309,-0.376286705,0.361842453,-1.039918622,0.29837771,0.631779149,373.1380718,177.1120022,270.1439505,149.872175,140.4037529,206.8429276,213.2704362
Lap1,254.2528484,-0.415066114,0.398987852,-1.040297622,0.298201649,0.631779149,364.9597031,165.0361838,377.6099746,231.6206341,126.982806,200.8844894,312.676148
CG15117,811.7732579,-0.180307307,0.173335354,-1.040222334,0.298236617,0.631779149,797.390948,981.1602392,705.9236079,934.4303032,871.3291727,695.4348636,696.7436708
HnRNP-K,819.9994238,-0.158785042,0.152630567,-1.040322693,0.298190005,0.631779149,981.4042437,899.6484655,846.9111442,705.0804596,769.1234996,824.818094,713.01006
ppk12,7.997121527,1.259726361,1.210640538,1.040545332,0.298086614,0.631779149,1.022296087,2.012636388,15.77482923,1.135395265,9.291424827,5.958438243,20.78483065
CG3091,343.7589589,0.659069859,0.632547793,1.041928952,0.29744462,0.631779149,40.89184349,418.6283687,235.6365116,406.4715049,579.1654809,222.1646259,503.354377
CG7860,15.68696637,0.71750013,0.689182635,1.041088521,0.297834466,0.631779149,7.15607261,11.06950013,21.69039019,9.083162121,28.90665502,10.21446556,21.68851894
fusl,8.789167939,-0.956401053,0.919795954,-1.039796978,0.298434233,0.631779149,3.066888261,20.12636388,10.84519509,10.21855739,9.291424827,2.55361639,5.422129734
CG15818,129.7367988,-0.750660526,0.721013299,-1.041118836,0.297820398,0.631779149,24.53510609,291.8322763,161.6919996,149.872175,173.4399301,56.17956058,50.60654419
ics,785.5062958,-0.116795261,0.112235106,-1.040630388,0.298047122,0.631779149,882.2415232,788.9534642,752.2621688,826.567753,789.7711103,715.0125892,743.7354619
CG7368,17.75468224,0.678320257,0.652567726,1.039463384,0.298589279,0.631854285,20.44592174,5.03159097,11.83112192,19.30171951,16.51808858,20.42893112,30.72540183
CG3597,230.5937133,-0.161086812,0.154974566,-1.039440312,0.298600004,0.631854285,248.4179492,220.3836845,247.4676335,249.7869583,227.123718,222.1646259,198.8114236
CG43693,1045.191899,-0.205647726,0.197993164,-1.038660738,0.298962547,0.632069901,1437.348299,981.1602392,1142.689192,871.9835636,862.0377479,1003.571241,1017.553013
Sin1,170.8677609,-0.277560119,0.267167441,-1.038899493,0.298851482,0.632069901,209.5706979,149.9414109,238.5942921,140.7890129,132.1447087,165.9850654,159.0491389
CG15390,43.37088001,-0.370862199,0.35704337,-1.038703503,0.298942652,0.632069901,43.95873175,54.34118248,40.4229999,53.36357746,44.39236306,40.00665678,27.11064867
CG33282,4.129630042,-1.819841913,1.751661311,-1.038923393,0.298840366,0.632069901,1.022296087,14.08845472,2.95778048,5.676976326,5.161902682,0,0
CG13319,201.1808435,0.301336203,0.290185821,1.038424972,0.299072249,0.632164047,132.8984913,233.465821,142.9593899,222.537472,251.9008509,179.6043528,244.8995263
GCS1,298.6913576,0.206630048,0.199015634,1.038260381,0.299148849,0.632188199,239.2172844,342.148186,253.3831945,286.1196068,332.4265327,359.2087055,278.335993
sub,87.82956128,0.436741274,0.420749563,1.03800767,0.299266484,0.632299041,77.69450262,87.54968289,34.50743894,105.5917597,102.2056731,126.829614,80.42825772
Taf10,389.1338513,-0.138064624,0.133075968,-1.037487286,0.299508818,0.632673243,381.3164405,406.5525504,401.2722185,430.3148055,402.6284092,342.1845963,359.667939
CG9776,574.6530249,-0.16213228,0.156391289,-1.036709143,0.29987143,0.632926449,653.2471997,620.8983258,539.3019742,594.9471189,560.5826313,602.6534681,450.9404562
Naa80,342.911243,0.145176854,0.139992459,1.037033385,0.299720299,0.632926449,294.4212731,326.0470949,333.2432674,358.7849038,361.3331877,381.3400476,345.2089264
siz,537.6156643,-0.214573632,0.206936604,-1.03690516,0.299780059,0.632926449,698.2282275,484.0390514,643.8102179,459.8350824,426.3731615,512.4256889,538.5982203
CG32694,21.81033844,-1.111893569,1.072562714,-1.036669982,0.299889687,0.632926449,85.87287132,7.044227359,15.77482923,4.54158106,21.67999126,5.10723278,12.65163605
ClC-c,309.2572246,-0.176353651,0.170207372,-1.036110535,0.300150578,0.633339266,368.0265914,284.7880489,310.5669504,338.347789,253.9656119,292.8146794,316.2909012
kat80,302.4888374,0.365354004,0.352833167,1.035486564,0.300441738,0.633815759,345.5360775,218.3710481,368.7366332,144.1951987,267.3865589,416.2394716,356.9568742
ro,7.180236469,-1.164567287,1.125175332,-1.035009615,0.300664421,0.634147615,23.51281,4.025272776,7.887414614,2.27079053,3.097141609,7.66084917,1.807376578
CG7069,64.48481302,0.708247255,0.684591287,1.034554876,0.300876836,0.634457677,90.98435176,28.17690943,54.22597547,29.52027689,19.61523019,98.73983375,130.1311136
Vrp1,839.792223,-0.359609381,0.347811244,-1.033921092,0.301173054,0.634886751,1438.370595,613.8540984,1017.476485,640.3629295,506.8988434,693.7324526,967.8501575
A16,298.4394376,-0.193685007,0.187345341,-1.033839464,0.301211219,0.634886751,300.5550496,375.3566864,301.693609,283.8488163,293.1960723,302.1779395,232.2478903
sli,453.9768764,-0.411758771,0.398406263,-1.033514804,0.301363046,0.634930832,707.4288923,213.3394571,727.6139981,383.7635996,341.7179575,415.3882661,388.5859643
CG3347,21.8951929,-1.407576343,1.361927834,-1.033517568,0.301361753,0.634930832,63.3823574,46.29063693,9.859268267,0,1.032380536,11.91687649,20.78483065
Cnot4,664.5932888,-0.150110508,0.145288943,-1.033186043,0.301516843,0.635116911,793.3017636,649.0752352,729.5858518,604.030281,579.1654809,656.2794122,640.7149969
CG5316,297.840612,-0.199037983,0.192763989,-1.032547539,0.301815689,0.635143753,277.0422396,333.0913222,284.9328529,366.7326706,235.3827623,317.4996378,270.2027984
Synd,877.6144609,0.187448821,0.181464425,1.032978341,0.301614035,0.635143753,996.738685,706.4353722,929.7289976,680.1017638,936.3691465,882.7000655,1011.227195
Smr,1597.582106,-0.252271574,0.244340442,-1.032459353,0.30185698,0.635143753,2307.322269,1501.426746,1862.415776,1191.029633,1166.590006,1532.169834,1622.120479
CG16995,35.30650861,1.021421957,0.989244228,1.032527588,0.30182503,0.635143753,4.089184349,19.12004569,69.01487787,5.676976326,19.61523019,37.45304039,92.17620548
CG16854,6.280327524,1.059603724,1.025932838,1.032819777,0.301688247,0.635143753,2.044592174,4.025272776,0.985926827,10.21855739,7.226663755,6.809643707,12.65163605
Ctr1B,113.6723785,0.625837216,0.606470345,1.031933748,0.302103155,0.635523878,32.71347479,125.7897743,34.50743894,175.9862661,172.4075496,125.9784086,128.323737
Gos28,332.6319763,0.152655797,0.147972911,1.031646915,0.302237554,0.63553095,278.0645357,349.1924133,306.6232431,336.0769985,356.171285,364.3159383,337.9794201
U4-U6-60K,143.7679653,-0.211312917,0.204804693,-1.031777708,0.302176264,0.63553095,169.7011505,158.9982747,153.804585,128.299665,120.7885228,145.5561342,129.2274253
l(1)G0289,442.0617303,0.304892345,0.29594031,1.03024946,0.302892917,0.636770979,261.7077983,421.6473233,358.8773649,564.2914468,476.9598078,385.5960749,625.352296
Ubr3,824.2638369,-0.18659332,0.181272775,-1.029351042,0.303314746,0.637424787,928.2448471,738.6375545,1054.941705,756.1732466,664.8530654,785.6626427,841.3337971
tilB,44.27032261,-0.609919311,0.592553236,-1.029307198,0.303335342,0.637424787,58.27087697,38.24009138,81.83192662,29.52027689,14.45332751,30.64339668,56.93236221
Tango10,326.7244443,-0.160114068,0.155642923,-1.028726942,0.303608006,0.63772145,360.8705188,350.1987315,321.4121455,336.0769985,315.9084441,339.6309799,262.9732921
CG4709,178.1562914,-0.260682103,0.253385434,-1.028796715,0.303575211,0.63772145,159.4781896,224.4089573,184.3683166,198.6941714,175.5046912,188.9676129,115.672101
koko,250.5992581,-0.142702092,0.138773821,-1.02830701,0.303805435,0.63799799,252.5071335,274.724867,257.3269018,260.0055157,237.4475234,241.7423516,230.4405137
Vang,504.4626593,-0.192164989,0.186923863,-1.028038826,0.303931564,0.638124713,599.0655071,451.8368691,564.9360717,516.6048456,374.7541347,539.6642638,484.3769229
mt:CoII,1144.845845,-0.131506088,0.127940915,-1.027865775,0.304012971,0.638157502,1163.372947,1112.987923,1133.815851,1346.578784,1197.561422,995.0591867,1064.544804
CG31342,184.8153842,-0.201042189,0.195702473,-1.02728487,0.304286345,0.638455017,200.3700331,155.9793201,211.9742677,214.5897051,175.5046912,160.8778326,174.4118398
CG11679,233.3729734,0.236608201,0.230311914,1.027338087,0.304261294,0.638455017,176.8572231,282.7754125,180.4246093,227.079053,277.7103643,236.6351188,252.1290326
SMC1,364.9994066,-0.152695287,0.148722772,-1.026710878,0.304556625,0.638820489,389.4948092,381.3945956,380.5677551,374.6804375,323.1351079,396.6617459,309.0613948
CG15096,222.3056115,0.682082069,0.664385974,1.026635262,0.304592243,0.638820489,51.11480436,401.5209594,65.07117056,188.475614,399.5312676,154.9193943,295.5060705
CG9302,231.3162261,-0.251392592,0.244924409,-1.026408894,0.304698888,0.638906012,233.0835079,277.7438216,290.8484139,191.8817998,164.1485053,253.6592281,207.8483065
Mtr3,335.2171601,0.346695693,0.337908163,1.026005676,0.304888909,0.639166288,197.3031448,374.3503682,221.833536,407.6069002,487.2836132,391.5545131,266.5880453
gskt,5.266431683,-1.387939127,1.354365322,-1.024789327,0.305462603,0.640230608,12.26755305,1.006318194,10.84519509,4.54158106,3.097141609,5.10723278,0
be,273.9207404,0.659510357,0.6440147,1.024061031,0.305806449,0.640674419,429.3643566,69.43595539,309.5810236,69.25911117,188.9256382,372.8279929,478.0511049
CG6788,5.373191038,1.105529408,1.07955235,1.024062805,0.305805611,0.640674419,7.15607261,3.018954582,1.971853653,2.27079053,5.161902682,15.32169834,2.711064867
fs(2)ltoPP43,360.6528365,-0.183061843,0.17885923,-1.023496763,0.30607303,0.641094448,410.963027,393.4704139,395.3566575,320.1814648,349.9770018,375.3816093,279.2396813
Vps11,100.1164217,0.316154873,0.309114558,1.022775748,0.306413887,0.641185773,94.05124002,76.48018275,72.95858518,119.2165028,118.7237617,135.3416687,84.04301088
Dh31-R,21.33739562,0.969375679,0.947931614,1.022621954,0.306486625,0.641185773,7.15607261,40.25272776,3.943707307,9.083162121,36.13331877,8.512054634,44.28072616
CG9416,8.595479696,0.94221076,0.920893413,1.02314855,0.306237615,0.641185773,8.178368697,9.056863747,3.943707307,3.406185795,17.55046912,15.32169834,2.711064867
CG10904,248.3929779,-0.173826488,0.169899939,-1.02311095,0.30625539,0.641185773,247.3956531,258.6237759,237.6083652,300.8797453,248.8037093,235.7839133,209.6556831
CG6565,204.9316678,0.299675899,0.293062737,1.022565687,0.30651324,0.641185773,145.1660444,247.5542757,134.0860484,219.1312862,267.3865589,233.230297,187.9671641
CG31673,476.5219148,0.163808046,0.160160935,1.022771541,0.306415877,0.641185773,382.3387366,476.994824,428.8781696,524.5526125,549.2264454,491.9967578,481.6658581
CrebA,734.3681089,0.362810371,0.354888353,1.022322563,0.306628258,0.641288077,1010.028534,460.8937329,716.768803,429.1794102,539.9350205,891.2121201,1092.559141
Schip1,13.55205007,1.171783939,1.146736681,1.021842205,0.30685559,0.641625184,15.33444131,2.012636388,16.76075605,1.135395265,3.097141609,21.28013658,35.24384327
Elys,119.342793,0.296631355,0.290454059,1.021267721,0.307127615,0.641917231,97.11812828,136.8592744,96.62082902,104.4563644,116.6590006,177.0507364,106.6352181
CG43051,410.7528461,-0.187051603,0.183131354,-1.021406758,0.307061765,0.641917231,420.1636918,437.7484144,384.5114624,490.4907545,462.5064803,347.291829,332.5572904
LysD,69.4304026,0.607115475,0.594707092,1.020864696,0.307318547,0.642177921,21.46821783,118.7455469,35.49336576,51.09278693,86.71996506,60.4355879,112.0573478
CG11007,312.0689219,-0.193615033,0.189725534,-1.020500665,0.307491074,0.642400047,272.9530553,330.0723677,324.369926,391.7113665,327.26463,257.0640499,281.0470579
Arpc3A,826.5758083,0.1247294,0.122304467,1.019827025,0.307810504,0.642928916,790.2348754,737.6312363,789.7273882,865.171192,961.1462794,818.8596557,823.2600313
VhaPPA1-1,911.7591752,0.171508443,0.168353855,1.018737843,0.308327442,0.643705867,747.2984397,944.9327842,766.0651444,1001.418624,1116.00336,892.0633256,914.5325485
CG1890,563.607264,-0.157326654,0.154417243,-1.018841236,0.308278345,0.643705867,626.6675014,549.449734,606.3449984,575.6453994,587.4245252,435.8171972,563.9014924
CG4476,30.66610708,-1.144637671,1.123709835,-1.018623879,0.308381563,0.643705867,112.4525696,17.1074093,29.5778048,1.135395265,12.38856644,7.66084917,34.34015498
CG4854,69.0186855,-0.25221799,0.247719758,-1.018158555,0.308602612,0.643910757,77.69450262,70.44227359,76.90229249,71.5299017,57.81331004,66.39402614,62.35449194
Psa,761.8180277,0.119569849,0.117439753,1.018137775,0.308612486,0.643910757,708.4511884,808.0735099,671.416169,750.4962702,825.9044291,812.9012175,755.4834096
grass,33.65002998,-0.732366663,0.719461597,-1.017937115,0.308707842,0.643921151,82.80598306,22.13900027,40.4229999,17.03092898,13.42094697,42.56027317,17.17007749
CG7888,36.53100272,0.879967269,0.86453708,1.017847921,0.308750234,0.643921151,32.71347479,20.12636388,52.25412182,2.27079053,19.61523019,51.92353326,76.81350457
PGRP-SD,180.8217129,-0.457581979,0.449834569,-1.017222798,0.309047453,0.644346092,283.1760161,113.7139559,311.5528772,110.1333407,120.7885228,129.3832304,197.004047
CG2662,33.19456009,0.434651648,0.427327266,1.017139983,0.309086842,0.644346092,22.49051392,36.22745499,21.69039019,35.19725322,28.90665502,40.85786224,46.99179103
pyd,771.2160067,-0.348581509,0.342919611,-1.016510861,0.309386178,0.64442942,1249.245819,580.645598,1050.997997,516.6048456,492.4455159,800.984341,707.5879303
CG43901,11.68248555,1.178750308,1.159534863,1.016571684,0.30935723,0.64442942,14.31214522,2.012636388,12.81704875,1.135395265,4.129522146,8.512054634,38.85859643
kek2,8.358024879,1.444199732,1.420329274,1.016806285,0.309245592,0.64442942,13.28984913,0,5.91556096,0,12.38856644,17.87531473,9.03688289
CG10621,217.0551409,0.608839615,0.598958326,1.016497458,0.309392558,0.64442942,47.02562001,279.756458,109.4378778,272.4948636,409.8550729,138.7464905,262.0696038
Prat,231.8359015,-0.181487732,0.178664623,-1.015801162,0.309724083,0.644470828,205.4815135,260.6364123,257.3269018,253.1931441,233.3180012,221.3134205,191.5819173
stumps,6.098029811,1.126991963,1.110117936,1.01520021,0.3100104,0.644470828,8.178368697,3.018954582,4.929634134,0,6.194283218,6.809643707,13.55532434
eIF1,899.2849998,-0.141677931,0.139528797,-1.015402796,0.309913861,0.644470828,901.6651489,902.6674201,867.6156075,1075.219316,934.3043854,755.019246,858.5038746
TppII,820.2826111,-0.139784517,0.137665361,-1.015393531,0.309918276,0.644470828,913.9327019,937.8885569,799.5866565,764.1210134,824.8720486,694.5836581,806.9936421
Pms2,90.91008383,0.371162579,0.365230003,1.016243397,0.309513495,0.644470828,44.98102783,102.6444558,70.98673152,104.4563644,120.7885228,102.1446556,90.3688289
gt,24.70062624,-0.836212816,0.822992267,-1.016064002,0.30959891,0.644470828,47.02562001,6.037909165,56.19782912,12.48934792,12.38856644,16.1729038,22.59220723
CG7102,27.66138293,-0.640511385,0.630832073,-1.015343722,0.30994201,0.644470828,34.75806696,38.24009138,23.66224384,34.06185795,26.84189395,30.64339668,5.422129734
