source,term_id,term_name,p_value,intersection_size,intersection
GO:BP,GO:0022008,neurogenesis,2.425918756589977e-5,83,"ths,spz,dysc,Sema2b,ImpL2,unc-5,drpr,tinc,Mmp2,InR,S,bnl,cnn,fry,Fas3,plum,Ptp52F,Nost,tau,dsd,NetB,cac,Mtl,tkv,Rac2,uzip,CG13506,side,Syn2,wb,RhoGAP100F,Gli,sc,RhoGEF64C,Fas1,hth,unc-104,fax,pyr,loco,nub,futsch,sna,hh,sff,pk,sdt,net,upd1,dimm,Tollo,rho,E(spl)m7-HLH,Ten-a,Archease,CG34353,grh,dpn,CadN2,CG32373,Tsp2A,dpr11,pdm3,Ank2,Pura,tll,Kr,Fur1,ptc,if,ovo,grn,ave,Dscam3,Alk,melt,acj6,tutl,sn,scro,htl,salm,chinmo"
GO:BP,GO:0048731,system development,4.642741642959756e-5,136,"ths,spz,kon,dysf,dysc,bbg,Sema2b,ImpL2,unc-5,drpr,tinc,Cul2,Mmp2,InR,S,bnl,cnn,fry,Fas3,bab2,FucTA,plum,Ptp52F,Nost,tau,rols,dsd,Fhos,cv-2,NetB,Myo61F,Traf4,cac,Mtl,upd3,form3,Col4a1,tkv,Rac2,uzip,vkg,jumu,CG13506,side,Tak1,18w,Syn2,wb,RhoGAP100F,Gli,sog,sc,RhoGEF64C,rdo,Fas1,hth,unc-104,stg,fax,ush,pyr,loco,lbm,sls,nub,futsch,sna,hh,sff,pk,Nrx-1,sdt,net,rst,kirre,upd1,dimm,Lac,Inx2,Tollo,rho,PGRP-SD,CG17221,E(spl)m7-HLH,Ten-a,sano,Archease,CG34353,Duox,wus,grh,Gfrl,dpn,CadN2,Irk1,CG10339,CG32373,Syn,Tsp2A,scaf,Reck,dpr11,pdm3,Ank2,sqa,Pura,AdamTS-B,Hr3,tll,bark,Kr,bi,Alp4,Fur1,ltl,ftz,shd,ptc,if,mtg,ovo,grn,ave,nolo,Dscam3,Alk,melt,acj6,Mipp1,tutl,CG34383,sn,scro,htl,salm,chinmo"
GO:BP,GO:0048699,generation of neurons,4.809277377879391e-5,79,"spz,dysc,Sema2b,ImpL2,unc-5,drpr,tinc,Mmp2,InR,S,cnn,fry,Fas3,plum,Ptp52F,Nost,tau,dsd,NetB,cac,Mtl,tkv,Rac2,uzip,CG13506,side,Syn2,wb,RhoGAP100F,Gli,sc,RhoGEF64C,Fas1,hth,unc-104,fax,pyr,loco,nub,futsch,sna,hh,sff,pk,sdt,net,upd1,dimm,Tollo,rho,E(spl)m7-HLH,Ten-a,Archease,CG34353,grh,dpn,CadN2,CG32373,dpr11,pdm3,Ank2,Pura,tll,Kr,Fur1,ptc,if,ovo,grn,ave,Dscam3,Alk,melt,acj6,tutl,sn,scro,salm,chinmo"
GO:BP,GO:0048666,neuron development,6.328208948354526e-5,61,"spz,dysc,Sema2b,ImpL2,unc-5,drpr,tinc,Mmp2,InR,cnn,fry,Fas3,plum,Ptp52F,tau,dsd,NetB,cac,Rac2,uzip,CG13506,side,Syn2,wb,RhoGAP100F,Gli,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,sdt,upd1,Tollo,rho,Ten-a,Archease,CG34353,grh,CadN2,CG32373,dpr11,pdm3,Ank2,Pura,Kr,Fur1,ptc,if,grn,Dscam3,Alk,acj6,tutl,sn,scro,chinmo"
GO:BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,6.431536014686196e-5,13,"ImpL2,Fas3,CG13506,Fas1,rst,kirre,Lac,CG34353,CadN2,Cad96Ca,Cad86C,Dscam3,tutl"
GO:BP,GO:0032989,cellular component morphogenesis,7.361308606604047e-5,58,"ths,spz,kon,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,S,bnl,fry,Fas3,Ptp52F,tau,rols,NetB,bt,Rac2,uzip,Zasp52,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,spn-E,unc-104,fax,sls,nub,futsch,hh,sff,pk,vas,rho,Ten-a,CG34353,CadN2,dpr11,pdm3,Ank2,Pura,Kr,ptc,if,grn,Dscam3,bru1,Alk,acj6,tutl,sn,scro,htl,fs(1)N"
GO:BP,GO:0030154,cell differentiation,8.278615260051655e-5,131,"ths,spz,kon,dysc,bbg,Sema2b,ImpL2,unc-5,drpr,tinc,Cul2,toc,Mmp2,InR,S,bnl,kek1,cnn,fry,Fas3,bab2,plum,Ptp52F,Nost,tau,rols,dsd,Fhos,NetB,bt,Traf4,cac,Mtl,upd3,Col4a1,tkv,Rac2,uzip,Ldh,Zasp52,CG13506,side,18w,Hydr2,Syn2,wb,RhoGAP100F,Gli,sog,sc,RhoGEF64C,Fas1,hth,spn-E,onecut,unc-104,Sox21b,fax,ush,pyr,slbo,loco,sls,nub,futsch,DNaseII,sna,hh,sff,pk,sdt,vas,net,rst,kirre,upd1,dimm,gammaTub37C,CG15721,drd,Inx2,Tollo,rho,PGRP-SD,E(spl)m7-HLH,Ten-a,mspo,Archease,CG34353,grh,dpn,CadN2,CG32373,Tsp2A,Ddr,dpr11,pdm3,Ank2,org-1,Pura,blanks,tll,piwi,bark,Kr,bi,Fur1,ftz,shd,ptc,if,ovo,grn,ave,Dscam3,bru1,Alk,melt,rhi,acj6,otu,smog,tutl,BoYb,sn,scro,htl,fs(1)N,salm,ms(2)34Fe,chinmo"
GO:BP,GO:0048858,cell projection morphogenesis,1.0373461006073334e-4,48,"ths,spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,fry,Fas3,Ptp52F,tau,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,rho,Ten-a,CG34353,CadN2,dpr11,pdm3,Ank2,Pura,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl,sn,scro,htl"
GO:BP,GO:0006749,glutathione metabolic process,1.0409418154211036e-4,13,"GstD5,GstD9,GstE6,GstE7,GstD2,GstE10,CG17636,GstD4,GstE8,GstE3,GstE9,GstD6,GstE2"
GO:BP,GO:0048869,cellular developmental process,1.0409418154211036e-4,131,"ths,spz,kon,dysc,bbg,Sema2b,ImpL2,unc-5,drpr,tinc,Cul2,toc,Mmp2,InR,S,bnl,kek1,cnn,fry,Fas3,bab2,plum,Ptp52F,Nost,tau,rols,dsd,Fhos,NetB,bt,Traf4,cac,Mtl,upd3,Col4a1,tkv,Rac2,uzip,Ldh,Zasp52,CG13506,side,18w,Hydr2,Syn2,wb,RhoGAP100F,Gli,sog,sc,RhoGEF64C,Fas1,hth,spn-E,onecut,unc-104,Sox21b,fax,ush,pyr,slbo,loco,sls,nub,futsch,DNaseII,sna,hh,sff,pk,sdt,vas,net,rst,kirre,upd1,dimm,gammaTub37C,CG15721,drd,Inx2,Tollo,rho,PGRP-SD,E(spl)m7-HLH,Ten-a,mspo,Archease,CG34353,grh,dpn,CadN2,CG32373,Tsp2A,Ddr,dpr11,pdm3,Ank2,org-1,Pura,blanks,tll,piwi,bark,Kr,bi,Fur1,ftz,shd,ptc,if,ovo,grn,ave,Dscam3,bru1,Alk,melt,rhi,acj6,otu,smog,tutl,BoYb,sn,scro,htl,fs(1)N,salm,ms(2)34Fe,chinmo"
GO:BP,GO:0098609,cell-cell adhesion,1.2040771152782187e-4,22,"ImpL2,Fas3,plum,CG45263,tkv,CG13506,Gli,Fas1,hh,rst,kirre,Lac,rho,Ten-a,CG34353,CadN2,CG10339,Cad96Ca,Cad86C,if,Dscam3,tutl"
GO:BP,GO:0006935,chemotaxis,1.2050005308087824e-4,36,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,Fas3,Ptp52F,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,hh,pk,Lrt,Ten-a,CG34353,CadN2,dpr11,pdm3,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl"
GO:BP,GO:0048468,cell development,1.2190467939138585e-4,110,"ths,spz,kon,dysc,bbg,Sema2b,ImpL2,unc-5,drpr,tinc,Cul2,toc,Mmp2,InR,S,kek1,cnn,fry,Fas3,plum,Ptp52F,Nost,tau,rols,dsd,Fhos,NetB,bt,Traf4,cac,upd3,Col4a1,tkv,Rac2,uzip,Zasp52,CG13506,side,18w,Hydr2,Syn2,wb,RhoGAP100F,Gli,sog,sc,RhoGEF64C,Fas1,spn-E,unc-104,fax,pyr,slbo,loco,sls,nub,futsch,DNaseII,hh,sff,pk,sdt,vas,rst,upd1,gammaTub37C,CG15721,drd,Inx2,Tollo,rho,E(spl)m7-HLH,Ten-a,Archease,CG34353,grh,dpn,CadN2,CG32373,Tsp2A,dpr11,pdm3,Ank2,Pura,blanks,tll,piwi,bark,Kr,Fur1,shd,ptc,if,ovo,grn,Dscam3,bru1,Alk,rhi,acj6,otu,smog,tutl,BoYb,sn,scro,htl,fs(1)N,salm,chinmo"
GO:BP,GO:0061564,axon development,1.274191209271254e-4,40,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,Fas3,Ptp52F,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,futsch,hh,sff,pk,rho,Ten-a,Archease,CG34353,CadN2,dpr11,pdm3,Ank2,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl"
GO:BP,GO:0032990,cell part morphogenesis,1.3044980011410264e-4,48,"ths,spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,fry,Fas3,Ptp52F,tau,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,rho,Ten-a,CG34353,CadN2,dpr11,pdm3,Ank2,Pura,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl,sn,scro,htl"
GO:BP,GO:0007409,axonogenesis,1.306503197448625e-4,39,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,Fas3,Ptp52F,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,futsch,hh,sff,pk,rho,Ten-a,CG34353,CadN2,dpr11,pdm3,Ank2,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl"
GO:BP,GO:0000904,cell morphogenesis involved in differentiation,2.747031598799502e-4,49,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,cnn,fry,Fas3,Ptp52F,tau,Fhos,NetB,Traf4,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,upd1,rho,Ten-a,CG34353,grh,CadN2,dpr11,pdm3,Ank2,Kr,ptc,if,grn,Dscam3,Alk,acj6,smog,tutl,scro"
GO:BP,GO:0045216,cell-cell junction organization,2.747031598799502e-4,16,"Mmp2,Nost,Traf4,Rac2,obe,Gli,mesh,loco,sna,sdt,kirre,Lac,shakB,CadN2,Tsp2A,bark"
GO:BP,GO:0120039,plasma membrane bounded cell projection morphogenesis,3.21883884889387e-4,46,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,fry,Fas3,Ptp52F,tau,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,rho,Ten-a,CG34353,CadN2,dpr11,pdm3,Ank2,Pura,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl,sn,scro"
GO:BP,GO:0007411,axon guidance,3.933844768000929e-4,33,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,Fas3,Ptp52F,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,pk,Ten-a,CG34353,CadN2,dpr11,pdm3,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl"
GO:BP,GO:0009887,animal organ morphogenesis,4.158032611920266e-4,66,"dysf,dysc,bbg,unc-5,drpr,tinc,Mmp2,S,bnl,fry,bab2,Nost,tau,dsd,Fhos,cv-2,NetB,Myo61F,Traf4,Mtl,upd3,Col4a1,tkv,Rac2,jumu,Tak1,Syn2,wb,RhoGAP100F,Gli,sog,sc,RhoGEF64C,hth,stg,hh,pk,net,rst,kirre,upd1,Lac,rho,sano,Duox,grh,dpn,CadN2,scaf,sqa,Pura,AdamTS-B,tll,bi,ltl,ptc,if,ovo,grn,ave,Alk,melt,tutl,CG34383,sn,salm"
GO:BP,GO:0050918,positive chemotaxis,4.92654381571808e-4,6,"Sema2b,bnl,Fas3,NetB,hh,Ten-a"
GO:BP,GO:0048812,neuron projection morphogenesis,5.956102731832604e-4,45,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,fry,Fas3,Ptp52F,tau,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,rho,Ten-a,CG34353,CadN2,dpr11,pdm3,Ank2,Pura,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl,sn,scro"
GO:BP,GO:0040011,locomotion,5.956102731832604e-4,60,"ths,spz,dysf,dysc,bbg,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,Fas3,Ptp52F,rols,Fhos,NetB,Mtl,CG6330,tkv,Rac2,uzip,CG13506,side,18w,Syn2,wb,RhoGAP100F,Gli,RhoGEF64C,Fas1,unc-104,pyr,slbo,sls,hh,pk,Nrx-1,Lrt,upd1,Ten-a,CG34353,CadN2,Tsp2A,dpr11,pdm3,Kr,ftz,shd,ptc,if,grn,Pkcdelta,Dscam3,Alk,acj6,smog,tutl,sn,htl,salm"
GO:BP,GO:0097485,neuron projection guidance,6.110978863435445e-4,33,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,Fas3,Ptp52F,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,pk,Ten-a,CG34353,CadN2,dpr11,pdm3,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl"
GO:BP,GO:0060429,epithelium development,7.419627910018967e-4,79,"dysf,bbg,drpr,Cul2,toc,Mmp2,InR,S,bnl,fry,Fas3,bab2,Nost,rols,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,form3,Col4a1,tkv,Rac2,vkg,jumu,Tak1,18w,Gli,sog,sc,RhoGEF64C,rdo,hth,spn-E,stg,ush,slbo,loco,sna,hh,pk,sdt,vas,net,upd1,dimm,Lac,CG15721,CG17211,Inx2,Tollo,rho,sano,Duox,grh,CadN2,Irk1,Tsp2A,scaf,sqa,Pura,AdamTS-B,bark,Kr,bi,ltl,shd,ptc,if,ovo,rhi,smog,chas,CG34383,sn,fs(1)N,salm,chinmo"
GO:BP,GO:0006928,movement of cell or subcellular component,7.471701631676933e-4,65,"ths,spz,dysf,dysc,bbg,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,fry,Fas3,Ptp52F,rols,Fhos,NetB,Myo61F,Traf4,Mtl,tkv,Rac2,uzip,CG13506,side,18w,wb,RhoGAP100F,Gli,RhoGEF64C,Fas1,unc-104,pyr,slbo,futsch,hh,pk,Lrt,upd1,Ten-a,l(2)41Ab,CG34353,CadN2,Dhc98D,Cdlc2,Tsp2A,Klp54D,dpr11,pdm3,rempA,Kr,ftz,shd,ptc,if,grn,Dscam3,Alk,acj6,smog,tutl,CG3339,sn,htl,salm"
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,8.605490179772286e-4,44,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,cnn,fry,Fas3,Ptp52F,tau,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,rho,Ten-a,CG34353,CadN2,dpr11,pdm3,Ank2,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl,scro"
GO:BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,8.974837374573273e-4,14,"ImpL2,Fas3,CG13506,Fas1,rst,kirre,Lac,CG34353,CadN2,Cad96Ca,Cad86C,if,Dscam3,tutl"
GO:BP,GO:0048856,anatomical structure development,0.0010036447899610605,186,"ths,spz,kon,dysf,dysc,bbg,Sema2b,ImpL2,unc-5,CG5830,drpr,tinc,Cul2,toc,Mmp2,InR,S,bnl,kek1,cnn,CG42663,fry,Fas3,bab2,FucTA,plum,Ptp52F,Nost,tau,rols,dsd,Fhos,cv-2,NetB,Myo61F,bt,CLIP-190,Traf4,cac,Mtl,upd3,form3,Col4a1,tkv,Rac2,trbl,uzip,vkg,Men,Ldh,jumu,Zasp52,CG13506,side,Tak1,18w,Hydr2,Syn2,wb,RhoGAP100F,Gli,sog,mesh,sc,RhoGEF64C,rdo,Fas1,hth,spn-E,unc-104,stg,Sox21b,fax,ush,pyr,slbo,loco,lbm,sls,nub,futsch,DNaseII,sna,hh,sff,pk,Gld,Nrx-1,sdt,Naam,vas,net,rst,kirre,upd1,dimm,Lac,gammaTub37C,CG15721,CG17211,drd,Inx2,Tollo,rho,PGRP-SD,CG17221,E(spl)m7-HLH,Ten-a,mspo,sano,Archease,l(2)41Ab,CG34353,FASN2,Duox,wus,grh,Gfrl,dpn,CadN2,Irk1,CG10339,NijA,CG32373,NLaz,Syn,Hr38,Tsp2A,scaf,Ddr,Reck,dpr11,AGO3,pdm3,Ank2,sqa,org-1,Pura,blanks,Hr4,AdamTS-B,Dgat2,Hr3,tll,piwi,bark,Cad96Ca,Kr,bi,Alp4,Fur1,ltl,ftz,Cad86C,shd,ptc,Cht5,if,mtg,ovo,CG34417,y,grn,ave,nolo,Dscam3,bru1,Alk,melt,rhi,acj6,otu,Mipp1,smog,tutl,chas,CG34383,BoYb,sn,scro,htl,fs(1)N,salm,spok,chinmo,AstA"
GO:BP,GO:0008038,neuron recognition,0.0010310500809497343,18,"Sema2b,ImpL2,Mmp2,fry,Fas3,dsd,NetB,uzip,Gli,Fas1,upd1,Ten-a,CG32373,Fur1,if,Dscam3,acj6,tutl"
GO:BP,GO:0030030,cell projection organization,0.001150306149027228,61,"ths,spz,kon,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,fry,Fas3,Ptp52F,Nost,tau,NetB,Myo61F,Mtl,Rac2,uzip,CG13506,side,wb,RhoGAP100F,Gli,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,rho,Ten-a,Archease,l(2)41Ab,CG34353,CadN2,Cdlc2,dpr11,pdm3,Ank2,rempA,Pura,IRSp53,Kr,CG13972,ptc,if,ovo,grn,Dscam3,Alk,acj6,Mipp1,tutl,sn,scro,htl"
GO:BP,GO:0031175,neuron projection development,0.00120059076257421,46,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,fry,Fas3,Ptp52F,tau,NetB,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,rho,Ten-a,Archease,CG34353,CadN2,dpr11,pdm3,Ank2,Pura,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl,sn,scro"
GO:BP,GO:0035239,tube morphogenesis,0.001218633126304118,48,"dysf,bbg,Mmp2,S,bnl,fry,bab2,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,form3,Col4a1,tkv,Rac2,vkg,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,sna,hh,pk,net,upd1,CG17211,Inx2,rho,Duox,grh,scaf,sqa,Pura,AdamTS-B,Kr,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0043269,regulation of ion transport,0.001218633126304118,23,"dysc,InR,S,Slob,cac,Syt4,Shawl,unc-104,sdt,atilla,upd1,dimm,tipE,rho,qvr,CG14275,Ca-Ma2d,Irk1,Glut1,rempA,CG7781,Sytalpha,Lst"
GO:BP,GO:0023052,signaling,0.001218633126304118,134,"ths,spz,dysc,Sema2b,ImpL2,Ac3,Arc1,unc-5,Cul2,Mmp2,InR,Swim,bnl,kek1,CG42450,cv-2,Slob,Traf4,cac,Mtl,upd3,Col4a1,tkv,Rac2,Syt4,trbl,CG42541,Tak1,18w,Hydr2,Rab32,RhoGAP100F,Gli,sog,RhoGEF64C,unc-104,pyr,loco,Pli,Rab9,sna,hh,sphinx1,sff,pk,sphinx2,Nrx-1,Lrt,Snap25,Ekar,CG34357,atilla,Or19b,Or56a,upd1,dimm,Gr64a,CG10738,Inx2,Tollo,Eip63F-1,rho,PGRP-SD,SPR,Ten-a,qvr,shakB,CG30440,smal,5-HT7,NtR,Rbp,Duox,CG14275,CNMaR,grh,CG11426,Ilp6,Gr64f,CG10339,Syn,Rh2,Hr38,Glut1,zyd,Ddr,Reck,Ank2,Ac78C,rempA,sqa,nemy,CG7781,Sytalpha,Pura,Hr4,AdamTS-B,Hr3,tll,nec,Nplp1,Pp1-13C,CG32447,Cad96Ca,grnd,ltl,Octalpha2R,ptc,if,nAChRalpha4,Frq1,ave,Pkcdelta,Alk,melt,otu,smog,CCHa2,Pde1c,pen-2,CG9962,Listericin,htl,fs(1)N,CG3526,CG43795,RabX2,X11Lbeta,Lst,mGluR,AstA,Nox,Toll-9,Gr94a"
